,year,similar,publica ratio,religio ratio,medica ratio
0,1663,marks quality tenures hague liquors commodities merchandises withdraw maters going men_war truth_wonder masters whole_body command virtue high empowered observed proclamation harbours vi employment first_august restrained sentence enacted suspect permit liable royal bone_lace jurisdictions sides degree hides lost perhaps_apprehend left attainted entered health_binds shore band xi tendered laden meeting tituled_back juridictions beseech river tinners publish upition judge_fit abide rebels_fugitives exercised allowance lives persons_appointed parts_beyond coach bankrupts travel liberty_freedom realm repaired distinction provision james john importation skins common_law manufactures peron_perons cask referred correspondent servants speaks disposed pere_ferriers stop laws_statutes proprietors rather_approve passage_bridge void bounds clerk actions sell market wednesday lords refuel letters_patentsprettyman shore mediation_william interrupts_current collector arch_bihop breaks_letters molest_pro congratulations_relations presently needs_render ingrate_patria convey reckoned power_instances health_conclave angry_royal rome_march forfeited easter_april sometimes carry soul_true news_adieu popes_councils contrive_dine default prove_finally expedient_mother rendered_good letter_decipherable forty_pounds obedience charles excuse damage person_whatsoever close illness_hindered reward abode prosecute suffered november_ed exceed arbitration kind life coaches night whence_dread incongruities_render westminster continued denied_fobourgh provided_act gods_name horses impediment rights heretofore_third total compass england_ample jurisdictions wit_quite considerable counels castles judge_fit effect_admiral read_half perform natural_sons acknowledge_kindness advancement_catholic formerly_along quire_contrary july_year already_begun wrote_juice endeavour_best thought_meddling statutes leases sea_ports entitled_act injury netherlands fair twice_although satisfy sorry honour_subtilties orders given_evil cities_places obliterations_blanks pace flocks,0.1457286432160804,0.12060301507537688,0.020100502512562814
1,1672,ginger sardinia rugen leaves western observe mart siege language queen_elizabeth ale oran peninsula revolutions minor quieten cherry_island ruins gray_hairs needles adjoining admiral leer consists britih_seas treacherous larget publicly poland amsterdam petition cochinchina compass red borneo thinks cotten_cloth indian_seas memorable respect gentlemen breast finis embaadors passion hereabout circumtances earls otranto indignities reduced indian_commodities la_plata euphrates piety es contiguate st_georges propontis sore stronger separated caves remaining corinth limited wyborg oberve licence strongly revolted englands pillaged conqueror firm cair public_liberty growing grandeur sugar lesser unworthy gallant_plantation republics barberry damage publihed ail hudon west_indies westward measures reports trict returned_home decription oppression sugars cum secured,0.18,0.03,0.01
2,1676,lying cases bargain_sale commissioners_sell disclose alteration extends falls served corporate owner payed sell_dispose assured double assure pursued follows extend unknown purposes determined intents_purposes coven suits seem_meet granted_assigned possess ort bonds_bills descended next_thing attached customary fraudulent_recoveries offender westminster presently bargained_sold vet premises disposed hinder_execution assigned saleable_commissioners merchant_merchant encumbrance fine_clothes manors majeties_courts twenty_pounds freed forfeit_double grant_assignment tail audley convent bar vide_sect distributed disabled discretion provio refusing satisfaction_payment sort contracted reserved plus vest discover claim agreed suspect concealing addition defraud_creditors cap_secondly caves given_original poibility petition_petitions regitred remedies pretend forfeit aliens_denizens executors_administrators used suppoe uses reputed kings_protection release heirs_successors commissioners_assign coke purchaed levied_employed colour_pretence,0.22,0.14,0.02
3,1681,angry sate contents mile suffer hoped tongues attempt story gaffer tom_remember burden parliaments noblemen_petitioned noble_men southward perceive tone concience god_help calicoes_wrought cause house_commons treated noblemen iron chosen held sure write mixed thanks hew tavern uffered humble prayers answered durst rapine delivery ignorance quarter worst seions bearer penioner considerations safe cry elected mayors usual eaten meddled stayed tay instead harris blood vain monks defended knowet liked confess dear causes ate obliged troubles submit killed petition act_oblivion obey inconvenient fogs lord_chancellor serve extremely speedily windsor mother died sparkling remaining procured something prevent deerved gotten intended confident business licence skins agreed receive possibly,0.07,0.14,0.04
4,1682,elsewhere whatever eteem discharged save landed raised vast short destroyed forgive great_mogul lose discharge divines civility apt branches refused passing flanders total past difficulty silver_gold preferred gross settlement bare prospect consideration applied deprive laden payable inpection behind afe africa admission paing whatsoever possibly uses stands raied respect depended proposals lead objected noise perceiving losses suspicion mall resolutions reproach enjoyment trifles strength requires stood vat dukes esteemed toys thirty_years progress children changed looked nail_windows using tranported considerations gaining rich_poor eaie digging grown releases material amends remain opening quarter species enabled amboyna mankind entire procure conduct success follows shows deigned reaonably druggssermons whilet sirs jacob_van paets veels right government_batavia ditinguih hoorne retrain cards dollars sovereign lat retrained intructors given james_jenifer purposely bay king_bantam gerard_hoofed following eriouly imposition reader sovereign_lord establish war_plague traffic decisors deciors van gem arms ditinction tir knocked friends thousand wicked appoint gift_prophecy dyed sometime triplique_third william_smith fact weak church impartial privately father marked declared weeks continual aure hundred_pound public_private uing credible penetrate ally enter propoitions lordhips ince paper majeties_subjects abused honourable_seigniours exclude real length_breadth preened islands implied late weary governor_deputy sixth dispose king solomon marwood arbitrators igh folly carefully sustained entrance cities spanih converation offer bold husband along,0.1407035175879397,0.10050251256281408,0.01507537688442211
5,1693,serve respect execute obey learning various light work equity ministers appeal miniters fale judges circumstances farther municipal becomes ground sense man_naturally provide proof self behaviour private_men humours valuable accounted obliged clemency puts urbanity outward frame stands framed pray opinions dye bad politic_body retrained ervice officers politic exact judicious sovereign_power soldier dangerous courts abilities security boccalini government_examined reward reasonable careful finds business private_man treaties relation ways reaonable matters exchequer unconcerned binding owe seldom malum se tacitus clothed profeion sovereigns rank greater_latitude en thinks concern excellence usually judge bounds ends reverence_due vicious eat vices neglect duty ociety uually affected creatures vis ambassadors,0.15,0.06,0.04
6,1694,temporal wholly_determined arch_bihoprick direction frederick_born bavarias_upper prisoners william_mary cambridge true_notes purposes advice custom revived_continued intervals marriage ye sess_cap laying relating_revenue augutus_born precribed conummated humble retailer_beer legal authorities purpoes distiller livres sat power_authority poland princess jul adieu heretofore dipened proxy intrument conceal_convey married_agnes chritened december_february joint politic aembly dublin constituted return_quind oaths_ubcribe hipp expreed line_hugh errors_pleas grandon ernetus_augutus augut capet better_discovery raided thouand_hundred revived calling appearing vitae_proof relating_thereunto assembly strong_waters ubject ten_miles maker_low cease_determine executed grace england_ireland forfeit_offence paul incorporate words_effect direct_appoint mines hilary_term commissioners_admiralty aignable ecclesiastical office_employment brewed maintenance hill_kept duke_enghien wetminster conceived defendants_plead funds process condition_nevertheless divers_orders execute_office rules_orderssentence ninth submission grandon twelfth politic restrictions executed purposes constable habeas_corpus victualling legal permiion cease_determine retail finch cast incorporate sit eighth new_ones residing duke_enghien quo_warranto persons_whatsoever wash joint humble hillary_term advice distiller whereupon marhal conceived profession paul decree christian fines proceedings_judgments daughters years_age things_contained factor_buyer diem quakers liquor destroyed goods_merchandises surry debenture mary sitting style diturbance years_commencing immediate altered_repealed duke_lorraine horse obligations default_hill december_february subscribe suits apr_married possessions shallet_october elsewhere allied intents single duties_already office_employment tile forward replied seal_england forfeit_offence comptroller_general attendant margarida jose_earmuff errors_excepted intervals arch_bihoprick homage contance gonzaga representation diverted born_neuburg prison herein_expreed merchandises thenceforth charlotte married_agnes subcriber,0.15577889447236182,0.09045226130653267,0.04020100502512563
7,1695,establishment_mint lowest essay vanish propose_remedy melting wou_propose fast induction adjusted profit_arising attending anew lowndes pleased_consider intrinic wars_continue counterfeited yields adjuted nearly wisely governs utmost_attention rule_regulating chief_diseases unclipp vex repetition explain_meaning trifle calamity bounds newsreel hall_endeavour sign determin republic weighty gues wide_world violate amiss beads clipped_bad unk application query pleaed_conider certain_sum preently rightly complexion unspeakable highest recompense seem_superfluous law_cutom institution substance passes riing frugal ugget infallible par somewhere tells sundry demonstration dearth springs lace ado saving indulging wou_amount coin_reduc odd rate_price risen_value humbly_propoe intrinsic impart shou_chance standard_establish abatement common_traffic tamp quantum whole_mass entangled propagating utmot falsify aign bankers signification abovesaid wider,0.1,0.07,0.04
8,1696,patent management regulation whole_trade corporation managed improved persons companies licence east_indies beneficial monopoly best conider whether adventure gains increase none benefit sole_trade allowed convenience company_joint books practice merchandise private advantages bought ways trading appear manage example statute foundation profitable merchandises confined increae profit practised exporting balance merchant consider necessary void navigation reference eat_indies stocks traders expense adventurers bet excluding_others experience expenses encourage chiefly employment creature use open appears find company_joynt advantageous_kingdom prove case infidels employments help baits added reason carrying_trade regulated_company buying advantageous far encouragement matters joint_stock product_manufactures gentleman neceary ueful cave settled arguments import prejudice monopolies employ dometick termssole_buying proviso whole_buying selling_using rep corporations ingroing provio quite_contrary capacity grant_sole engrossing argue husbandry merchandising cards abolutely_neceary circumstances ordering_trade inconveniences examined provides licences values evil members new_subcriptions argument patents_granted privileges_immunities secondly alleged ships_seamen admit apparent absolutely_necessary ealing_uing reaping sole_using vast common_law portugal_italy defendant exportation_bullion recital granted_sole improvement proposed sense considered apply abroad_home public_capacity gaining enacted stat useful quantity_quality restrain trader conceive supposed patent_sole bet_way pretence workmen excluded richer maintenance_enlargement beyond_seas limited regulate future conidered trade_ecured selves promoting feared exclude patents complaints methods purchaed undertood freely increasing recites enlarging excluding_others monopolising amiss plaintiffs duties_paid prodigal looking salaries exclude_others prohibitions particular_persons mystery,0.2613065326633166,0.09547738693467336,0.020100502512562814
9,1699,capable valuable strength danger sure expected fail useful mean opinions particular_men probably foreign_traffic occasion maintain preface else upport blood gone agree tend turn honour prices selves consume industry neither ur bet wholly depend question india_trade indutry remain seems cave generally save wealth grounded rest preerve support rich argument penny conume point principal proper affairs families natural ueful decor doubtless necessity enquiry expect welfare less safety obtain enough getting gentlemen honest deerve_eteemed hard world besides effects necessary enrich falling improve want_coin serve esteem fair methods encreae annual_crops increae used plainly please change eteem principles difficult eay dealings multitudes occaion jose_child talkparticularly_appropriated contable_parih igned_bet fine_italian queen_dowager parks_chases cxxxi give_pecial soldiers_quarters militia_whore kingdom_fineness eyed_parih weight_buhel due_bank remembrancers_office bromley_college eizing degree_quality lodgers number_incluive sums_exceeding um_monthly miniter_univerities knowingly_connive enjoy_lands orts_fireworks expoing_ale account_share mixed_wool payment_subcollectors salt_works quartering value_pacified provided_wet weight_troy thirty_days uit due_michaelmas victuals_hinder fifty_pounds death_removal clergymens_sons small_beer acres_wat seamans manors_meuages dealer_lace writing_liberty majety_queen ufficient_bail wates commenced oftener armed_sloops apparently_defrauded colleges_halls worted_bay faithful_execution advocate_proctor window_eaton july_december dicontinuance_verdict warn gratis_carrying convex_lights incapable_irving wholeale surrender enjoy_privileges vet_prions viewed_allowed dicharg tithes prince_princes signed_quantities proecuted_executors perpetual_succeion corporation_clergymens lxi interrogatories_depoitions chet_calling keeper_seller king_heirs marriages_births clear_moneys schedules eiz leer_sum going_town enter_shop briefs determine_finally product_dominions flakes foreign_miniters ubject_examination collier doubly_charged abode promotion,0.16080402010050251,0.08040201005025126,0.02512562814070352
